FIPS,State,County,Average Life Expectancy (years),Days of Poor Physical Health (days/month),Days of Poor Mental Health (days/month),Students Graduating from High School (%),Some College (%),Children in Poverty (%),Limited Access to Healthy Foods (%),Physically Inactive (%),Insufficient Sleep (%),"Primary Care Doctor Rate (doctors/100,000)","Mental Health Providers (providers/ 100,000)",Median Household Income ($),Homeowners (%),Rural Living (%),Non-Hispanic Black (%),Asian (%),Hispanic (%),Non-Hispanic White (%),Population,"Motor Vehicle Death Rate (deaths/100,000 people)","Drug Overdose Death Rate (deaths/100,000 people)",Broadband Access (%),Teen Birth Rate (births/per teens),"Firearm Death Rate (deaths/ 100,000 people)","Juvenile Arrest Rate (arrests/ 1,000 juveniles)",Severe Housing Problems (%),Proficient in English (%),Air Pollution (fine particulate matter in micrograms/cubic meter of air),Smokers (%),Youth Not in School or Employment (%),Income Level,Income Level – State,Mostly Rural,Majority Minority
51720,VA,Norton City,71.3,4.9,5.3,,57,29.0,18.0,32,40,3.0,15.0,36004.0,52,2.6,6.3,1.9,4.2,84.8,3985,,,63,31.0,,53.0,21,0,7.2,22,,low,low,No,No
51730,VA,Petersburg City,66.2,4.9,5.0,75.0,54,36.0,27.0,36,47,22.0,150.0,43190.0,36,2.1,76.1,1.2,5.4,14.8,30446,47.0,64.0,73,65.0,76.0,61.0,26,1,7.8,22,,low,low,No,Yes
51735,VA,Poquoson City,78.8,3.4,4.2,93.0,83,6.0,8.0,23,35,12.0,10.0,99310.0,82,6.5,1.2,2.4,3.4,90.2,12257,,,89,7.0,,,9,0,6.7,15,,high,high,No,No
51740,VA,Portsmouth City,73.4,4.4,4.8,80.0,65,24.0,6.0,33,45,53.0,307.0,52070.0,55,0.0,53.6,1.5,4.9,36.6,95094,93.0,110.0,84,34.0,123.0,40.0,20,0,7.1,21,7.0,low,low,No,Yes
51750,VA,Radford City,77.0,4.9,5.3,88.0,85,14.0,16.0,32,39,10.0,37.0,42938.0,48,2.9,9.3,2.1,3.2,82.9,18255,,,82,6.0,,51.0,21,0,7.3,21,,low,low,No,No
51760,VA,Richmond City,77.1,4.4,4.7,63.0,72,27.0,7.0,30,39,245.0,956.0,54815.0,44,0.0,45.2,2.3,7.5,42.7,232226,131.0,325.0,78,27.0,279.0,58.0,23,3,8.3,18,4.0,low,low,No,Yes
51770,VA,Roanoke City,72.8,4.6,4.9,81.0,58,21.0,7.0,32,40,108.0,343.0,49313.0,52,0.0,29.2,3.4,6.8,57.4,99058,77.0,167.0,78,46.0,108.0,54.0,19,2,7.7,22,11.0,low,low,No,No
51775,VA,Salem City,75.0,3.9,4.6,93.0,66,11.0,5.0,26,38,27.0,213.0,70349.0,64,0.0,7.9,1.9,3.9,84.1,25340,11.0,30.0,81,11.0,20.0,68.0,12,2,7.0,18,,high,high,No,No
51790,VA,Staunton City,75.4,3.9,4.6,85.0,68,16.0,1.0,27,37,9.0,169.0,51230.0,59,3.7,11.5,1.5,3.8,79.8,25190,21.0,12.0,78,28.0,22.0,71.0,15,1,6.9,18,,low,low,No,No
51800,VA,Suffolk City,77.2,3.8,4.4,87.0,72,14.0,4.0,29,41,79.0,114.0,72264.0,70,21.6,41.9,2.1,4.7,48.5,93913,53.0,52.0,84,17.0,49.0,37.0,15,1,7.1,17,7.0,high,high,No,No
51810,VA,Virginia Beach City,80.2,3.5,4.1,90.0,77,12.0,3.0,23,39,338.0,917.0,73961.0,65,1.5,19.1,7.6,8.8,60.5,451231,205.0,228.0,92,13.0,294.0,27.0,15,1,6.7,16,4.0,high,high,No,No
